Gene	sgRNA	eff
ssl3044	ssl3044|134	1
ssl3044	ssl3044|43	1
ssl3044	ssl3044|70	1
slr1171	slr1171|58	1
slr1171	slr1171|133	1
slr1171	slr1171|40	1
slr1171	slr1171|8	1
slr1171	slr1171|109	1
sll0419	sll0419|265	1
sll0419	sll0419|83	1
sll0419	sll0419|67	1
sll0419	sll0419|174	1
sll0419	sll0419|41	1
sll0418	sll0418|71	1
sll0418	sll0418|37	1
sll0418	sll0418|3	1
sll0418	sll0418|21	1
sll0418	sll0418|55	1
slr0151	slr0151|103	1
slr0151	slr0151|52	1
slr0151	slr0151|73	1
slr0151	slr0151|37	1
slr0151	slr0151|124	1
slr0152	slr0152|46	1
slr0152	slr0152|63	1
slr0152	slr0152|167	1
slr0152	slr0152|143	1
slr0152	slr0152|223	1
mutM	mutM|3	1
mutM	mutM|103	1
mutM	mutM|52	1
mutM	mutM|142	1
mutM	mutM|32	1
sll0260	sll0260|311	1
sll0260	sll0260|288	1
sll0260	sll0260|85	1
sll0260	sll0260|256	1
sll0260	sll0260|299	1
sll0261	sll0261|120	1
sll0261	sll0261|6	1
sll0261	sll0261|56	1
sll0261	sll0261|94	1
sll0261	sll0261|108	1
ssr2723	ssr2723|44	1
ssr2723	ssr2723|97	1
ssr2723	ssr2723|55	1
ssr2723	ssr2723|27	1
ssr2723	ssr2723|146	1
sll0264	sll0264|147	1
sll0264	sll0264|97	1
sll0264	sll0264|127	1
sll0264	sll0264|114	1
sll0264	sll0264|32	1
sll0265	sll0265|30	1
sll0265	sll0265|87	1
sll0265	sll0265|70	1
sll0265	sll0265|155	1
sll0265	sll0265|115	1
sll0266	sll0266|228	1
sll0266	sll0266|343	1
sll0266	sll0266|135	1
sll0266	sll0266|58	1
sll0266	sll0266|107	1
sll0267	sll0267|4	1
sll0267	sll0267|155	1
sll0267	sll0267|33	1
sll0267	sll0267|112	1
sll0267	sll0267|15	1
sll0268	sll0268|201	1
sll0268	sll0268|145	1
sll0268	sll0268|18	1
sll0268	sll0268|190	1
sll0268	sll0268|64	1
sll0269	sll0269|76	1
sll0269	sll0269|137	1
sll0269	sll0269|100	1
sll0269	sll0269|37	1
sll0269	sll0269|53	1
crtQ	crtQ|263	1
crtQ	crtQ|91	1
crtQ	crtQ|217	1
crtQ	crtQ|299	1
crtQ	crtQ|247	1
clpB	clpB|177	1
clpB	clpB|118	1
clpB	clpB|52	1
clpB	clpB|107	1
clpB	clpB|142	1
slr0960	slr0960|233	1
slr0960	slr0960|367	1
slr0960	slr0960|349	1
slr0960	slr0960|59	1
slr0960	slr0960|47	1
sll1528	sll1528|148	1
sll1528	sll1528|137	1
sll1528	sll1528|26	1
sll1528	sll1528|213	1
sll1528	sll1528|104	1
slr0292	slr0292|151	1
slr0292	slr0292|163	1
slr0292	slr0292|15	1
slr0292	slr0292|91	1
slr0292	slr0292|135	1
slr0291	slr0291|279	1
slr0291	slr0291|344	1
slr0291	slr0291|118	1
slr0291	slr0291|167	1
slr0291	slr0291|304	1
leuA	leuA|55	1
leuA	leuA|85	1
leuA	leuA|19	1
leuA	leuA|7	1
leuA	leuA|37	1
rnc	rnc|58	1
rnc	rnc|5	1
rnc	rnc|84	1
rnc	rnc|17	1
rnc	rnc|32	1
sll1521	sll1521|70	1
sll1521	sll1521|99	1
sll1521	sll1521|8	1
sll1521	sll1521|29	1
sll1521	sll1521|59	1
clpB2	clpB2|58	1
clpB2	clpB2|37	1
clpB2	clpB2|251	1
clpB2	clpB2|222	1
clpB2	clpB2|19	1
sll1524	sll1524|65	1
sll1524	sll1524|37	1
sll1524	sll1524|82	1
sll1524	sll1524|52	1
sll1524	sll1524|101	1
otsA	otsA|127	1
otsA	otsA|10	1
otsA	otsA|26	1
otsA	otsA|239	1
otsA	otsA|37	1
sll1526	sll1526|166	1
sll1526	sll1526|244	1
sll1526	sll1526|79	1
sll1526	sll1526|225	1
sll1526	sll1526|66	1
sll1527	sll1527|194	1
sll1527	sll1527|346	1
sll1527	sll1527|85	1
sll1527	sll1527|23	1
sll1527	sll1527|250	1
slr1676	slr1676|9	1
slr1676	slr1676|53	1
slr1676	slr1676|20	1
slr1676	slr1676|106	1
slr1676	slr1676|65	1
slr1677	slr1677|4	1
slr1677	slr1677|56	1
slr1677	slr1677|18	1
slr1677	slr1677|82	1
slr1677	slr1677|97	1
slr1674	slr1674|21	1
slr1674	slr1674|106	1
slr1674	slr1674|4	1
slr1674	slr1674|92	1
slr1674	slr1674|49	1
slr1670	slr1670|137	1
slr1670	slr1670|103	1
slr1670	slr1670|20	1
slr1670	slr1670|81	1
slr1670	slr1670|61	1
slr1174	slr1174|157	1
slr1174	slr1174|209	1
slr1174	slr1174|12	1
slr1174	slr1174|94	1
slr1174	slr1174|50	1
hypA	hypA|59	1
hypA	hypA|71	1
hypA	hypA|40	1
hypA	hypA|88	1
hypA	hypA|127	1
slr1170	slr1170|60	1
slr1170	slr1170|27	1
slr1170	slr1170|15	1
slr1170	slr1170|40	1
slr1170	slr1170|4	1
slr1173	slr1173|39	1
slr1173	slr1173|121	1
slr1173	slr1173|50	1
slr1173	slr1173|146	1
slr1173	slr1173|28	1
slr1679	slr1679|60	1
slr1679	slr1679|39	1
slr1679	slr1679|15	1
slr1679	slr1679|4	1
slr1679	slr1679|102	1
ureB	ureB|15	1
ureB	ureB|148	1
ureB	ureB|70	1
ureB	ureB|31	1
ureB	ureB|105	1
gspF	gspF|133	1
gspF	gspF|119	1
gspF	gspF|220	1
gspF	gspF|64	1
gspF	gspF|88	1
nadC	nadC|101	1
nadC	nadC|37	1
nadC	nadC|66	1
nadC	nadC|118	1
nadC	nadC|23	1
gcvP	gcvP|3	1
gcvP	gcvP|29	1
gcvP	gcvP|116	1
gcvP	gcvP|15	1
gcvP	gcvP|49	1
ssl2971	ssl2971|194	1
ssl2971	ssl2971|81	1
ssl2971	ssl2971|226	1
ssl2971	ssl2971|124	1
ssl2971	ssl2971|180	1
nadE	nadE|79	1
nadE	nadE|30	1
nadE	nadE|120	1
nadE	nadE|58	1
nadE	nadE|13	1
pilT2	pilT2|185	1
pilT2	pilT2|58	1
pilT2	pilT2|141	1
pilT2	pilT2|84	1
pilT2	pilT2|226	1
slr0408	slr0408|108	1
slr0408	slr0408|133	1
slr0408	slr0408|37	1
slr0408	slr0408|82	1
slr0408	slr0408|16	1
slr0407	slr0407|141	1
slr0407	slr0407|368	1
slr0407	slr0407|13	1
slr0407	slr0407|336	1
slr0407	slr0407|260	1
sll0257	sll0257|140	1
sll0257	sll0257|70	1
sll0257	sll0257|29	1
sll0257	sll0257|152	1
sll0257	sll0257|46	1
slr0402	slr0402|31	1
slr0402	slr0402|68	1
slr0402	slr0402|3	1
slr0402	slr0402|19	1
slr0402	slr0402|43	1
slr0400	slr0400|109	1
slr0400	slr0400|55	1
slr0400	slr0400|122	1
slr0400	slr0400|36	1
slr0400	slr0400|142	1
slr0401	slr0401|35	1
slr0401	slr0401|61	1
slr0401	slr0401|46	1
slr0401	slr0401|84	1
slr0401	slr0401|9	1
slr0280	slr0280|5	1
slr0280	slr0280|221	1
slr0280	slr0280|184	1
slr0280	slr0280|111	1
slr0280	slr0280|196	1
slr0284	slr0284|31	1
slr0284	slr0284|97	1
slr0284	slr0284|55	1
slr0284	slr0284|109	1
slr0284	slr0284|82	1
slr0937	slr0937|50	1
slr0937	slr0937|312	1
slr0937	slr0937|29	1
slr0937	slr0937|151	1
slr0937	slr0937|127	1
slr0286	slr0286|290	1
slr0286	slr0286|471	1
slr0286	slr0286|179	1
slr0286	slr0286|76	1
slr0286	slr0286|9	1
slr0935	slr0935|210	1
slr0935	slr0935|4	1
slr0935	slr0935|121	1
slr0935	slr0935|109	1
slr0935	slr0935|79	1
sll0147	sll0147|130	1
sll0147	sll0147|99	1
sll0147	sll0147|78	1
sll0147	sll0147|26	1
sll0147	sll0147|37	1
rpl27	rpl27|28	1
rpl27	rpl27|52	1
rpl27	rpl27|127	1
rpl27	rpl27|4	1
rpl27	rpl27|88	1
rpl21	rpl21|31	1
rpl21	rpl21|71	1
rpl21	rpl21|10	1
rpl21	rpl21|145	1
rpl21	rpl21|82	1
petH	petH|80	1
petH	petH|94	1
petH	petH|31	1
petH	petH|117	1
petH	petH|9	1
aroA	aroA|32	1
aroA	aroA|83	1
aroA	aroA|4	1
aroA	aroA|109	1
aroA	aroA|54	1
slr1168	slr1168|159	1
slr1168	slr1168|137	1
slr1168	slr1168|148	1
slr1168	slr1168|69	1
slr1168	slr1168|110	1
slr1169	slr1169|127	1
slr1169	slr1169|91	1
slr1169	slr1169|50	1
slr1169	slr1169|172	1
slr1169	slr1169|106	1
slr1162	slr1162|227	1
slr1162	slr1162|67	1
slr1162	slr1162|354	1
slr1162	slr1162|343	1
slr1162	slr1162|168	1
psaE	psaE|160	1
psaE	psaE|46	1
psaE	psaE|105	1
psaE	psaE|125	1
slr1924	slr1924|51	1
slr1924	slr1924|10	1
slr1924	slr1924|205	1
slr1924	slr1924|64	1
slr1924	slr1924|190	1
slr1161	slr1161|173	1
slr1161	slr1161|63	1
slr1161	slr1161|148	1
slr1161	slr1161|131	1
slr1161	slr1161|88	1
slr1166	slr1166|5	1
slr1166	slr1166|86	1
slr1166	slr1166|65	1
slr1166	slr1166|24	1
slr1166	slr1166|35	1
slr1923	slr1923|53	1
slr1923	slr1923|107	1
slr1923	slr1923|42	1
slr1923	slr1923|9	1
slr1923	slr1923|28	1
ycf39_2	ycf39_2|76	1
ycf39_2	ycf39_2|162	1
ycf39_2	ycf39_2|31	1
ycf39_2	ycf39_2|65	1
ycf39_2	ycf39_2|217	1
nrdA	nrdA|34	1
nrdA	nrdA|22	1
nrdA	nrdA|65	1
nrdA	nrdA|49	1
nrdA	nrdA|6	1
sll0921	sll0921|47	1
sll0921	sll0921|173	1
sll0921	sll0921|221	1
sll0921	sll0921|202	1
sll0921	sll0921|103	1
sms	sms|34	1
sms	sms|118	1
sms	sms|10	1
sms	sms|65	1
sms	sms|52	1
sll0274	sll0274|90	1
sll0274	sll0274|70	1
sll0274	sll0274|122	1
sll0274	sll0274|104	1
sll0274	sll0274|40	1
ssr0761	ssr0761|130	1
ssr0761	ssr0761|27	1
ssr0761	ssr0761|108	1
ssr0761	ssr0761|16	1
ssr1600	ssr1600|175	1
ssr1600	ssr1600|67	1
ssr1600	ssr1600|158	1
ssr1600	ssr1600|44	1
ssr1600	ssr1600|124	1
slr1683	slr1683|254	1
slr1681	slr1681|37	1
slr1681	slr1681|92	1
slr1681	slr1681|51	1
slr1681	slr1681|74	1
slr1681	slr1681|63	1
slr1687	slr1687|23	1
slr1687	slr1687|74	1
slr1687	slr1687|58	1
slr1687	slr1687|92	1
slr1687	slr1687|37	1
slr1686	slr1686|30	1
slr1686	slr1686|61	1
slr1686	slr1686|19	1
slr1686	slr1686|50	1
slr1686	slr1686|4	1
met3	met3|19	1
met3	met3|94	1
met3	met3|4	1
met3	met3|38	1
met3	met3|53	1
gldA	gldA|140	1
gldA	gldA|4	1
gldA	gldA|25	1
gldA	gldA|52	1
gldA	gldA|122	1
slr0947	slr0947|100	1
slr0947	slr0947|119	1
slr0947	slr0947|73	1
slr0947	slr0947|150	1
slr0947	slr0947|40	1
slr0945	slr0945|4	1
slr0945	slr0945|61	1
slr0945	slr0945|46	1
slr0945	slr0945|106	1
slr0945	slr0945|79	1
slr0944	slr0944|124	1
slr0944	slr0944|106	1
slr0944	slr0944|65	1
slr0944	slr0944|17	1
slr0944	slr0944|82	1
slr0942	slr0942|38	1
slr0942	slr0942|94	1
slr0942	slr0942|115	1
slr0942	slr0942|63	1
slr0942	slr0942|149	1
slr0941	slr0941|184	1
slr0941	slr0941|227	1
slr0941	slr0941|90	1
slr0941	slr0941|45	1
slr0941	slr0941|77	1
sll0146	sll0146|168	1
sll0146	sll0146|34	1
sll0146	sll0146|58	1
sll0146	sll0146|142	1
sll0146	sll0146|124	1
slr0404	slr0404|115	1
slr0404	slr0404|140	1
slr0404	slr0404|92	1
slr0404	slr0404|43	1
slr0404	slr0404|30	1
cysS	cysS|65	1
cysS	cysS|51	1
cysS	cysS|4	1
cysS	cysS|22	1
cysS	cysS|34	1
cbiC	cbiC|79	1
cbiC	cbiC|97	1
cbiC	cbiC|156	1
cbiC	cbiC|167	1
cbiC	cbiC|40	1
sll0428	sll0428|124	1
sll0428	sll0428|60	1
sll0428	sll0428|290	1
sll0428	sll0428|43	1
sll0428	sll0428|307	1
recN	recN|167	1
recN	recN|91	1
recN	recN|205	1
recN	recN|10	1
recN	recN|239	1
rps16	rps16|120	1
rps16	rps16|73	1
rps16	rps16|186	1
rps16	rps16|61	1
rps16	rps16|140	1
sll0422	sll0422|94	1
sll0422	sll0422|206	1
sll0422	sll0422|61	1
sll0422	sll0422|76	1
sll0422	sll0422|20	1
sll0423	sll0423|43	1
sll0423	sll0423|7	1
sll0423	sll0423|67	1
sll0423	sll0423|54	1
sll0423	sll0423|21	1
sll0426	sll0426|123	1
sll0426	sll0426|105	1
sll0426	sll0426|238	1
sll0426	sll0426|146	1
sll0426	sll0426|64	1
sll0424	sll0424|10	1
sll0424	sll0424|106	1
sll0424	sll0424|45	1
sll0424	sll0424|34	1
sll0424	sll0424|76	1
priA	priA|126	1
priA	priA|44	1
priA	priA|65	1
priA	priA|12	1
priA	priA|115	1
sll0135	sll0135|198	1
sll0135	sll0135|91	1
sll0135	sll0135|108	1
sll0135	sll0135|152	1
sll0135	sll0135|186	1
ssl2148	ssl2148|88	1
ssl2148	ssl2148|115	1
ssl2148	ssl2148|39	1
ssl2148	ssl2148|103	1
ssl2148	ssl2148|12	1
clpP	clpP|54	1
clpP	clpP|160	1
clpP	clpP|121	1
clpP	clpP|175	1
clpP	clpP|22	1
slr1690	slr1690|63	1
slr1690	slr1690|75	1
slr1690	slr1690|238	1
slr1690	slr1690|323	1
slr1690	slr1690|210	1
slr1692	slr1692|174	1
slr1692	slr1692|45	1
slr1692	slr1692|70	1
slr1692	slr1692|145	1
slr1692	slr1692|7	1
slr1693	slr1693|71	1
slr1693	slr1693|19	1
slr1693	slr1693|30	1
slr1693	slr1693|60	1
slr1693	slr1693|41	1
slr1694	slr1694|11	1
slr1694	slr1694|96	1
slr1694	slr1694|39	1
slr1694	slr1694|112	1
slr1694	slr1694|82	1
ppc	ppc|31	1
ppc	ppc|131	1
ppc	ppc|15	1
ppc	ppc|89	1
ppc	ppc|61	1
ppa	ppa|49	1
ppa	ppa|76	1
ppa	ppa|18	1
ppa	ppa|88	1
ppa	ppa|64	1
ssr1951	ssr1951|67	1
ssr1951	ssr1951|95	1
ssr1951	ssr1951|42	1
ssr1951	ssr1951|56	1
ssr1951	ssr1951|31	1
ssl0242	ssl0242|28	1
ssl0242	ssl0242|9	1
ssl0242	ssl0242|54	1
ssl0242	ssl0242|133	1
slr0294	slr0294|94	1
slr0294	slr0294|326	1
slr0294	slr0294|22	1
pyrH	pyrH|100	1
pyrH	pyrH|113	1
pyrH	pyrH|131	1
pyrH	pyrH|181	1
pyrH	pyrH|155	1
ssr2754	ssr2754|75	1
ssr2754	ssr2754|171	1
ssr2754	ssr2754|20	1
slr0954	slr0954|70	1
slr0954	slr0954|85	1
slr0954	slr0954|56	1
slr0954	slr0954|17	1
slr0954	slr0954|37	1
slr0955	slr0955|75	1
slr0955	slr0955|30	1
slr0955	slr0955|102	1
slr0955	slr0955|41	1
slr0955	slr0955|55	1
ssl0259	ssl0259|92	1
ssl0259	ssl0259|154	1
ssl0259	ssl0259|79	1
ssl0259	ssl0259|24	1
ssl0259	ssl0259|57	1
slr0957	slr0957|79	1
slr0957	slr0957|16	1
slr0957	slr0957|41	1
slr0957	slr0957|146	1
slr0957	slr0957|115	1
slr0950	slr0950|73	1
slr0950	slr0950|43	1
slr0950	slr0950|61	1
slr0950	slr0950|4	1
slr0950	slr0950|86	1
slr0951	slr0951|85	1
slr0951	slr0951|121	1
slr0951	slr0951|15	1
slr0951	slr0951|28	1
slr0951	slr0951|168	1
slr0953	slr0953|130	1
slr0953	slr0953|37	1
slr0953	slr0953|26	1
slr0953	slr0953|112	1
slr0953	slr0953|177	1
pgk	pgk|25	1
pgk	pgk|3	1
pgk	pgk|54	1
pgk	pgk|113	1
pgk	pgk|68	1
slr1624	slr1624|162	1
slr1624	slr1624|39	1
slr1624	slr1624|94	1
slr1624	slr1624|133	1
slr1624	slr1624|52	1
slr1627	slr1627|53	1
slr1627	slr1627|310	1
slr1627	slr1627|66	1
slr1627	slr1627|7	1
slr1627	slr1627|85	1
slr1626	slr1626|27	1
slr1626	slr1626|193	1
slr1626	slr1626|233	1
slr1626	slr1626|127	1
slr1626	slr1626|211	1
sll0909	sll0909|246	1
sll0909	sll0909|349	1
sll0909	sll0909|8	1
sll0909	sll0909|27	1
sll0909	sll0909|364	1
slr0959	slr0959|175	1
slr0959	slr0959|25	1
slr0959	slr0959|80	1
slr0959	slr0959|147	1
slr0959	slr0959|124	1
slr1623	slr1623|69	1
slr1623	slr1623|13	1
slr1623	slr1623|88	1
slr1623	slr1623|242	1
slr1623	slr1623|137	1
slr0285	slr0285|190	1
slr0285	slr0285|309	1
slr0285	slr0285|391	1
slr0285	slr0285|65	1
slr0285	slr0285|264	1
frr	frr|67	1
frr	frr|91	1
frr	frr|23	1
frr	frr|80	1
frr	frr|49	1
ssl0483	ssl0483|161	1
ssl0483	ssl0483|71	1
ssl0483	ssl0483|116	1
ssl0483	ssl0483|28	1
pgsA	pgsA|79	1
pgsA	pgsA|118	1
pgsA	pgsA|45	1
pgsA	pgsA|9	1
pgsA	pgsA|66	1
sll0272	sll0272|158	1
sll0272	sll0272|141	1
sll0272	sll0272|108	1
sll0272	sll0272|35	1
sll0272	sll0272|58	1
ssr0657	ssr0657|17	1
ssr0657	ssr0657|6	1
ssr0657	ssr0657|28	1
ssr0657	ssr0657|41	1
ssr0657	ssr0657|55	1
ssl2138	ssl2138|97	1
ssl2138	ssl2138|153	1
ssl2138	ssl2138|175	1
ssl2138	ssl2138|108	1
cbiB	cbiB|143	1
cbiB	cbiB|337	1
cbiB	cbiB|87	1
cbiB	cbiB|363	1
cbiB	cbiB|326	1
fbp2	fbp2|52	1
fbp2	fbp2|41	1
fbp2	fbp2|97	1
fbp2	fbp2|24	1
fbp2	fbp2|65	1
slr0948	slr0948|105	1
slr0948	slr0948|80	1
slr0948	slr0948|116	1
slr0948	slr0948|36	1
slr0948	slr0948|91	1
slr0938	slr0938|100	1
slr0938	slr0938|137	1
slr0938	slr0938|19	1
slr0938	slr0938|124	1
slr0938	slr0938|55	1
desD(des6)	desD(des6)|28	1
desD(des6)	desD(des6)|59	1
desD(des6)	desD(des6)|111	1
desD(des6)	desD(des6)|73	1
desD(des6)	desD(des6)|97	1
slr0397	slr0397|33	1
slr0397	slr0397|112	1
slr0397	slr0397|55	1
slr0397	slr0397|22	1
slr0397	slr0397|10	1
smpB	smpB|250	1
smpB	smpB|233	1
smpB	smpB|76	1
smpB	smpB|395	1
smpB	smpB|314	1
purB	purB|120	1
purB	purB|16	1
purB	purB|97	1
purB	purB|85	1
purB	purB|49	1
slr0393	slr0393|71	1
slr0393	slr0393|276	1
slr0393	slr0393|333	1
sll1562	sll1562|56	1
sll1563	sll1563|339	1
sll1563	sll1563|423	1
sll1563	sll1563|762	1
sll1563	sll1563|726	1
sll1563	sll1563|586	1
slr0398	slr0398|97	1
slr0398	slr0398|84	1
slr0398	slr0398|20	1
slr0398	slr0398|52	1
slr0398	slr0398|67	1
ntcB	ntcB|82	1
ntcB	ntcB|310	1
ntcB	ntcB|154	1
ntcB	ntcB|125	1
ntcB	ntcB|338	1
sll0912	sll0912|159	1
sll0912	sll0912|325	1
sll0912	sll0912|148	1
sll0912	sll0912|127	1
sll0912	sll0912|213	1
sll0913	sll0913|58	1
sll0913	sll0913|81	1
sll0913	sll0913|120	1
sll0913	sll0913|22	1
sll0913	sll0913|169	1
slr1638	slr1638|97	1
slr1638	slr1638|143	1
slr1638	slr1638|62	1
slr1638	slr1638|112	1
slr1638	slr1638|83	1
sll0911	sll0911|28	1
sll0911	sll0911|167	1
sll0911	sll0911|40	1
sll0911	sll0911|97	1
sll0914	sll0914|349	1
sll0914	sll0914|404	1
sll0914	sll0914|370	1
sll0914	sll0914|304	1
sll0914	sll0914|145	1
slr1636	slr1636|182	1
slr1636	slr1636|141	1
slr1636	slr1636|193	1
slr1636	slr1636|169	1
slr1636	slr1636|126	1
slr1634	slr1634|80	1
slr1634	slr1634|244	1
slr1634	slr1634|269	1
slr1634	slr1634|174	1
slr1634	slr1634|256	1
fda	fda|46	1
fda	fda|64	1
fda	fda|15	1
fda	fda|123	1
fda	fda|146	1
slr0443	slr0443|84	1
slr0443	slr0443|97	1
slr0443	slr0443|18	1
slr0443	slr0443|112	1
slr0443	slr0443|143	1
petF3	petF3|117	1
petF3	petF3|33	1
petF3	petF3|139	1
petF3	petF3|55	1
petF3	petF3|154	1
bgl	bgl|149	1
bgl	bgl|102	1
bgl	bgl|7	1
bgl	bgl|86	1
bgl	bgl|118	1
slr0445	slr0445|99	1
slr0445	slr0445|76	1
slr0445	slr0445|88	1
slr0445	slr0445|24	1
slr0445	slr0445|41	1
nusB	nusB|138	1
nusB	nusB|3	1
nusB	nusB|95	1
nusB	nusB|74	1
nusB	nusB|24	1
slr0442	slr0442|17	1
slr0442	slr0442|103	1
slr0442	slr0442|34	1
slr0442	slr0442|63	1
slr0442	slr0442|49	1
alaS	alaS|64	1
alaS	alaS|4	1
alaS	alaS|87	1
alaS	alaS|15	1
alaS	alaS|105	1
sll0354	sll0354|106	1
sll0354	sll0354|72	1
sll0354	sll0354|195	1
sll0354	sll0354|160	1
sll0354	sll0354|257	1
sll0355	sll0355|140	1
sll0355	sll0355|25	1
sll0355	sll0355|79	1
sll0355	sll0355|151	1
sll0355	sll0355|65	1
sll0359	sll0359|142	1
sll0359	sll0359|94	1
sll0359	sll0359|42	1
sll0359	sll0359|172	1
sll0359	sll0359|78	1
slr0145	slr0145|13	1
slr0145	slr0145|182	1
slr0145	slr0145|120	1
slr0145	slr0145|47	1
slr0145	slr0145|157	1
slr0157	slr0157|183	1
slr0157	slr0157|378	1
slr0157	slr0157|225	1
slr0157	slr0157|404	1
rfbP	rfbP|18	1
rfbP	rfbP|7	1
rfbP	rfbP|34	1
rfbP	rfbP|78	1
rfbP	rfbP|66	1
slr0144	slr0144|227	1
slr0144	slr0144|34	1
slr0144	slr0144|90	1
slr0144	slr0144|199	1
slr0144	slr0144|144	1
sll1555	sll1555|165	1
sll1555	sll1555|92	1
sll1555	sll1555|26	1
sll1555	sll1555|209	1
sll1555	sll1555|196	1
pheT	pheT|219	1
pheT	pheT|154	1
pheT	pheT|167	1
pheT	pheT|110	1
pheT	pheT|51	1
slr1629	slr1629|76	1
slr1629	slr1629|64	1
slr1629	slr1629|95	1
slr1629	slr1629|126	1
slr1629	slr1629|40	1
sll1556	sll1556|76	1
sll1556	sll1556|44	1
sll1556	sll1556|25	1
sll1556	sll1556|117	1
sll1556	sll1556|10	1
sll1559	sll1559|33	1
sll1559	sll1559|221	1
sll1559	sll1559|289	1
sll1559	sll1559|79	1
sll1559	sll1559|64	1
sll1558	sll1558|52	1
sll1558	sll1558|161	1
sll1558	sll1558|19	1
sll1558	sll1558|140	1
sll1558	sll1558|63	1
ssr0756	ssr0756|4	1
ssr0756	ssr0756|107	1
prk	prk|4	1
prk	prk|17	1
prk	prk|40	1
prk	prk|149	1
prk	prk|134	1
slr0142	slr0142|166	1
slr0142	slr0142|31	1
slr0142	slr0142|215	1
slr0142	slr0142|133	1
slr0142	slr0142|106	1
sll1087	sll1087|19	1
sll1087	sll1087|101	1
sll1087	sll1087|88	1
sll1087	sll1087|120	1
sll1087	sll1087|67	1
sll1086	sll1086|49	1
sll1086	sll1086|163	1
sll1086	sll1086|126	1
sll1086	sll1086|11	1
sll1086	sll1086|99	1
ssr2803	ssr2803|58	1
ssr2803	ssr2803|155	1
ssr2803	ssr2803|44	1
ssr2803	ssr2803|182	1
ssr2803	ssr2803|74	1
slr1163	slr1163|156	1
slr1163	slr1163|101	1
slr1163	slr1163|145	1
slr1163	slr1163|118	1
slr1163	slr1163|315	1
pepP	pepP|47	1
pepP	pepP|6	1
pepP	pepP|155	1
pepP	pepP|85	1
pepP	pepP|19	1
sll1089	sll1089|120	1
sll1089	sll1089|55	1
sll1089	sll1089|73	1
sll1089	sll1089|146	1
sll1089	sll1089|34	1
sll0263	sll0263|77	1
sll0263	sll0263|10	1
sll0263	sll0263|47	1
sll0263	sll0263|21	1
sll0263	sll0263|99	1
slr1628	slr1628|125	1
slr1628	slr1628|11	1
slr1628	slr1628|86	1
slr1628	slr1628|101	1
slr1628	slr1628|47	1
glnN	glnN|35	1
glnN	glnN|175	1
glnN	glnN|194	1
glnN	glnN|51	1
glnN	glnN|130	1
slr1649	slr1649|109	1
slr1649	slr1649|94	1
slr1649	slr1649|59	1
slr1649	slr1649|22	1
slr1649	slr1649|4	1
slr1648	slr1648|16	1
slr1648	slr1648|31	1
slr1648	slr1648|4	1
slr1648	slr1648|65	1
slr1648	slr1648|99	1
slr1647	slr1647|10	1
slr1647	slr1647|56	1
slr1647	slr1647|31	1
slr1647	slr1647|192	1
slr1647	slr1647|181	1
glnB	glnB|166	1
glnB	glnB|200	1
glnB	glnB|56	1
glnB	glnB|29	1
slr1644	slr1644|52	1
slr1644	slr1644|79	1
slr1644	slr1644|198	1
slr1644	slr1644|150	1
slr1644	slr1644|111	1
trpF	trpF|58	1
trpF	trpF|73	1
trpF	trpF|4	1
trpF	trpF|106	1
trpF	trpF|32	1
putA	putA|148	1
putA	putA|55	1
putA	putA|201	1
putA	putA|70	1
putA	putA|229	1
dnaX_and_dnaZ	dnaX_and_dnaZ|102	1
dnaX_and_dnaZ	dnaX_and_dnaZ|11	1
dnaX_and_dnaZ	dnaX_and_dnaZ|32	1
dnaX_and_dnaZ	dnaX_and_dnaZ|81	1
dnaX_and_dnaZ	dnaX_and_dnaZ|64	1
dpm1	dpm1|12	1
dpm1	dpm1|90	1
dpm1	dpm1|74	1
dpm1	dpm1|28	1
dpm1	dpm1|45	1
pqqE	pqqE|28	1
pqqE	pqqE|65	1
pqqE	pqqE|49	1
pqqE	pqqE|3	1
pqqE	pqqE|17	1
sll0364	sll0364|23	1
sll0364	sll0364|84	1
sll0364	sll0364|34	1
sll0364	sll0364|143	1
sll0364	sll0364|55	1
sll0361	sll0361|154	1
sll0361	sll0361|10	1
sll0361	sll0361|39	1
sll0361	sll0361|193	1
sll0361	sll0361|56	1
sll0360	sll0360|159	1
sll0360	sll0360|27	1
sll0360	sll0360|126	1
sll0360	sll0360|87	1
sll0360	sll0360|142	1
pyrC2	pyrC2|38	1
pyrC2	pyrC2|78	1
pyrC2	pyrC2|61	1
pyrC2	pyrC2|24	1
pyrC2	pyrC2|13	1
sll0149	sll0149|9	1
sll0149	sll0149|139	1
sll0149	sll0149|162	1
sll0149	sll0149|289	1
sll0149	sll0149|70	1
sll0148	sll0148|89	1
sll0148	sll0148|73	1
sll0148	sll0148|55	1
sll0148	sll0148|40	1
sll0148	sll0148|4	1
arsC	arsC|129	1
arsC	arsC|118	1
arsC	arsC|64	1
arsC	arsC|79	1
arsC	arsC|34	1
sll0141	sll0141|157	1
sll0141	sll0141|168	1
sll0141	sll0141|205	1
sll0141	sll0141|14	1
sll0141	sll0141|67	1
sll0142	sll0142|132	1
sll0142	sll0142|35	1
sll0142	sll0142|113	1
sll0142	sll0142|79	1
sll0142	sll0142|58	1
amiC	amiC|120	1
amiC	amiC|131	1
amiC	amiC|150	1
amiC	amiC|108	1
amiC	amiC|49	1
sll1541	sll1541|25	1
sll1541	sll1541|71	1
sll1541	sll1541|82	1
