Gene	sgRNA	eff
sll0812	sll0812|91	1
sll0812	sll0812|61	1
atpE	atpE|18	1
atpE	atpE|185	1
atpE	atpE|160	1
atpE	atpE|4	1
atpE	atpE|114	1
sll0810	sll0810|443	1
sll0810	sll0810|48	1
sll0810	sll0810|184	1
sll0810	sll0810|361	1
sll0810	sll0810|234	1
slr1272	slr1272|101	1
slr1272	slr1272|155	1
slr1272	slr1272|115	1
slr1272	slr1272|86	1
slr1272	slr1272|139	1
slr1273	slr1273|46	1
slr1273	slr1273|67	1
slr1273	slr1273|266	1
slr1273	slr1273|202	1
slr1273	slr1273|120	1
slr1270	slr1270|147	1
slr1270	slr1270|37	1
slr1270	slr1270|132	1
slr1270	slr1270|81	1
slr1270	slr1270|118	1
sll1178	sll1178|49	1
sll1178	sll1178|32	1
sll1178	sll1178|100	1
sll1178	sll1178|207	1
sll1178	sll1178|253	1
slr1276	slr1276|145	1
slr1276	slr1276|4	1
slr1276	slr1276|75	1
slr1276	slr1276|100	1
slr1276	slr1276|177	1
pbp	pbp|166	1
pbp	pbp|54	1
pbp	pbp|95	1
pbp	pbp|37	1
pbp	pbp|134	1
gspD	gspD|142	1
gspD	gspD|228	1
gspD	gspD|55	1
gspD	gspD|82	1
gspD	gspD|70	1
slr1275	slr1275|232	1
slr1275	slr1275|58	1
slr1275	slr1275|144	1
slr1275	slr1275|76	1
slr1275	slr1275|108	1
slr1278	slr1278|91	1
slr1278	slr1278|139	1
slr1278	slr1278|107	1
slr1278	slr1278|29	1
slr1278	slr1278|53	1
ssl2471	ssl2471|99	1
sll1433	sll1433|87	1
sll1433	sll1433|76	1
sll1433	sll1433|150	1
sll1433	sll1433|15	1
sll1433	sll1433|124	1
sll1220	sll1220|31	1
sll1220	sll1220|4	1
sll1220	sll1220|82	1
sll1220	sll1220|20	1
sll1220	sll1220|43	1
ssl2162	ssl2162|46	1
ssl2162	ssl2162|28	1
ssl2162	ssl2162|166	1
ssl2162	ssl2162|7	1
ssl2162	ssl2162|113	1
sll1229	sll1229|76	1
sll1229	sll1229|177	1
sll1229	sll1229|5	1
sll1229	sll1229|40	1
sll1229	sll1229|121	1
mtfB	mtfB|150	1
mtfB	mtfB|228	1
mtfB	mtfB|309	1
mtfB	mtfB|211	1
mtfB	mtfB|41	1
desA	desA|7	1
desA	desA|39	1
desA	desA|94	1
desA	desA|56	1
desA	desA|18	1
desB	desB|111	1
desB	desB|71	1
desB	desB|60	1
desB	desB|184	1
desB	desB|36	1
hisF	hisF|109	1
hisF	hisF|96	1
hisF	hisF|80	1
hisF	hisF|24	1
hisF	hisF|166	1
cytM	cytM|85	1
cytM	cytM|49	1
cytM	cytM|24	1
cytM	cytM|143	1
cytM	cytM|131	1
ggt	ggt|175	1
ggt	ggt|35	1
ggt	ggt|88	1
ggt	ggt|218	1
ggt	ggt|106	1
hlyB	hlyB|28	1
hlyB	hlyB|102	1
hlyB	hlyB|79	1
hlyB	hlyB|48	1
hlyB	hlyB|10	1
slr1968	slr1968|108	1
slr1968	slr1968|34	1
slr1968	slr1968|97	1
slr1968	slr1968|220	1
slr1968	slr1968|241	1
hlyD	hlyD|103	1
hlyD	hlyD|127	1
hlyD	hlyD|27	1
hlyD	hlyD|13	1
hlyD	hlyD|70	1
slr1534	slr1534|182	1
slr1534	slr1534|30	1
slr1534	slr1534|155	1
slr1534	slr1534|56	1
slr1534	slr1534|70	1
ctaC2	ctaC2|94	1
ctaC2	ctaC2|20	1
ctaC2	ctaC2|209	1
ctaC2	ctaC2|46	1
ctaC2	ctaC2|106	1
slr1530	slr1530|53	1
slr1530	slr1530|25	1
slr1530	slr1530|6	1
slr1530	slr1530|165	1
slr1530	slr1530|68	1
slr1533	slr1533|73	1
slr1533	slr1533|115	1
slr1533	slr1533|134	1
slr1533	slr1533|9	1
slr1533	slr1533|48	1
melB	melB|5	1
melB	melB|116	1
melB	melB|71	1
melB	melB|16	1
melB	melB|37	1
psaF	psaF|79	1
psaF	psaF|104	1
psaF	psaF|23	1
psaF	psaF|54	1
psaF	psaF|90	1
sll0802	sll0802|179	1
sll0802	sll0802|127	1
sll0802	sll0802|207	1
sll0802	sll0802|238	1
sll0802	sll0802|277	1
sll0803	sll0803|243	1
sll0803	sll0803|274	1
sll0803	sll0803|19	1
sll0803	sll0803|50	1
sll0803	sll0803|163	1
entC	entC|40	1
entC	entC|52	1
entC	entC|4	1
entC	entC|26	1
entC	entC|15	1
sll1222	sll1222|119	1
sll1222	sll1222|65	1
sll1222	sll1222|141	1
sll1222	sll1222|46	1
sll1222	sll1222|18	1
slr1287	slr1287|82	1
slr1287	slr1287|58	1
slr1287	slr1287|10	1
slr1287	slr1287|106	1
slr1287	slr1287|46	1
slr1285	slr1285|62	1
slr1285	slr1285|156	1
slr1285	slr1285|90	1
slr1285	slr1285|43	1
slr1285	slr1285|75	1
slr1283	slr1283|423	1
slr1283	slr1283|243	1
slr1283	slr1283|325	1
slr1283	slr1283|18	1
slr1282	slr1282|151	1
murF	murF|131	1
murF	murF|64	1
murF	murF|103	1
murF	murF|7	1
murF	murF|167	1
ssl2717	ssl2717|169	1
ssl2717	ssl2717|120	1
ssl2717	ssl2717|82	1
ssl2717	ssl2717|155	1
ssl2717	ssl2717|33	1
mrcA	mrcA|177	1
mrcA	mrcA|124	1
mrcA	mrcA|7	1
mrcA	mrcA|68	1
mrcA	mrcA|34	1
sll1232	sll1232|63	1
sll1232	sll1232|195	1
sll1232	sll1232|102	1
sll1232	sll1232|51	1
sll1232	sll1232|173	1
sll1233	sll1233|84	1
sll1233	sll1233|127	1
sll1233	sll1233|48	1
sll1233	sll1233|7	1
sll1233	sll1233|63	1
sll1102	sll1102|122	1
sll1102	sll1102|64	1
sll1102	sll1102|140	1
sll1102	sll1102|22	1
sll1102	sll1102|43	1
slr1969	slr1969|39	1
slr1969	slr1969|144	1
slr1969	slr1969|26	1
slr1969	slr1969|79	1
slr1969	slr1969|129	1
ymxG	ymxG|4	1
ymxG	ymxG|46	1
ymxG	ymxG|89	1
ymxG	ymxG|60	1
ymxG	ymxG|72	1
cfxE	cfxE|149	1
cfxE	cfxE|122	1
cfxE	cfxE|101	1
cfxE	cfxE|133	1
cfxE	cfxE|73	1
ssl3573	ssl3573|49	1
ssl3573	ssl3573|29	1
ssl3573	ssl3573|63	1
ssl3573	ssl3573|75	1
ssl3573	ssl3573|88	1
ssl1520	ssl1520|109	1
ssl1520	ssl1520|28	1
ssl1520	ssl1520|47	1
ssl1520	ssl1520|153	1
ssl1520	ssl1520|97	1
sll1225	sll1225|275	1
cbaB	cbaB|65	1
cbaB	cbaB|155	1
cbaB	cbaB|108	1
cbaB	cbaB|142	1
cbaB	cbaB|82	1
slr1343	slr1343|4	1
slr1343	slr1343|52	1
slr1343	slr1343|86	1
slr1343	slr1343|130	1
slr1343	slr1343|118	1
cysE	cysE|147	1
cysE	cysE|48	1
cysE	cysE|87	1
cysE	cysE|190	1
cysE	cysE|161	1
rpl34	rpl34|73	1
rpl34	rpl34|25	1
rpl34	rpl34|13	1
rpl34	rpl34|49	1
rpl34	rpl34|95	1
slr1959	slr1959|209	1
slr1959	slr1959|150	1
slr1959	slr1959|286	1
slr1959	slr1959|321	1
slr1959	slr1959|267	1
slr1958	slr1958|62	1
slr1958	slr1958|10	1
slr1958	slr1958|200	1
slr1958	slr1958|73	1
slr1958	slr1958|134	1
ssr2201	ssr2201|27	1
pet112	pet112|94	1
pet112	pet112|124	1
pet112	pet112|79	1
pet112	pet112|16	1
pet112	pet112|54	1
slr0820	slr0820|48	1
slr0820	slr0820|175	1
slr0820	slr0820|265	1
slr0820	slr0820|79	1
slr0820	slr0820|61	1
slr0821	slr0821|112	1
slr0821	slr0821|75	1
slr0821	slr0821|127	1
slr0821	slr0821|20	1
slr0821	slr0821|9	1
slr0822	slr0822|70	1
slr0822	slr0822|85	1
slr0822	slr0822|8	1
slr0822	slr0822|37	1
slr0822	slr0822|25	1
slr1529	slr1529|4	1
slr1529	slr1529|28	1
slr1529	slr1529|16	1
slr1529	slr1529|109	1
slr1529	slr1529|56	1
slr1957	slr1957|96	1
slr1957	slr1957|126	1
slr1957	slr1957|193	1
slr1957	slr1957|114	1
slr1957	slr1957|43	1
slr1956	slr1956|8	1
slr1956	slr1956|31	1
slr1956	slr1956|19	1
slr1956	slr1956|125	1
slr1956	slr1956|97	1
rps12	rps12|81	1
rps12	rps12|118	1
rps12	rps12|3	1
rps12	rps12|61	1
rps12	rps12|132	1
rps10	rps10|26	1
rps10	rps10|91	1
rps10	rps10|50	1
rps10	rps10|70	1
rps10	rps10|123	1
slr1353	slr1353|32	1
slr1353	slr1353|3	1
slr1353	slr1353|80	1
slr1353	slr1353|65	1
slr1353	slr1353|43	1
ycf39	ycf39|68	1
ycf39	ycf39|22	1
ycf39	ycf39|55	1
ycf39	ycf39|162	1
ycf39	ycf39|123	1
sll1170	sll1170|4	1
sll1170	sll1170|84	1
sll1170	sll1170|72	1
sll1170	sll1170|119	1
sll1170	sll1170|97	1
ssl3549	ssl3549|175	1
ssl3549	ssl3549|97	1
ssl3549	ssl3549|52	1
ssl3549	ssl3549|13	1
ssl3549	ssl3549|188	1
argJ	argJ|166	1
argJ	argJ|122	1
argJ	argJ|110	1
argJ	argJ|99	1
argJ	argJ|15	1
act	act|30	1
act	act|165	1
act	act|106	1
act	act|182	1
act	act|8	1
slr0815	slr0815|163	1
slr0815	slr0815|46	1
slr0815	slr0815|35	1
slr0815	slr0815|185	1
slr0815	slr0815|14	1
slr0816	slr0816|12	1
slr0816	slr0816|52	1
slr0816	slr0816|64	1
slr0816	slr0816|82	1
slr0816	slr0816|24	1
slr0810	slr0810|328	1
slr0810	slr0810|124	1
slr0810	slr0810|28	1
slr0810	slr0810|44	1
slr0813	slr0813|120	1
slr0813	slr0813|134	1
slr0813	slr0813|48	1
slr0813	slr0813|74	1
slr0813	slr0813|31	1
slr0812	slr0812|54	1
slr0812	slr0812|117	1
slr0812	slr0812|82	1
slr0812	slr0812|15	1
slr0812	slr0812|65	1
sll1263	sll1263|16	1
sll1263	sll1263|37	1
sll1263	sll1263|79	1
sll1263	sll1263|4	1
sll1263	sll1263|55	1
slr0818	slr0818|76	1
slr0818	slr0818|130	1
slr0818	slr0818|169	1
slr0818	slr0818|49	1
slr0818	slr0818|147	1
pgi	pgi|222	1
pgi	pgi|68	1
pgi	pgi|8	1
pgi	pgi|179	1
pgi	pgi|80	1
ribA	ribA|22	1
ribA	ribA|10	1
ribA	ribA|106	1
ribA	ribA|118	1
ribA	ribA|152	1
sll1228	sll1228|50	1
sll1228	sll1228|150	1
sll1228	sll1228|165	1
sll1228	sll1228|10	1
sll1228	sll1228|68	1
hemN2	hemN2|15	1
hemN2	hemN2|84	1
hemN2	hemN2|66	1
hemN2	hemN2|4	1
hemN2	hemN2|143	1
fus2	fus2|46	1
fus2	fus2|196	1
fus2	fus2|161	1
fus2	fus2|70	1
fus2	fus2|184	1
lytR	lytR|55	1
lytR	lytR|154	1
lytR	lytR|168	1
lytR	lytR|121	1
lytR	lytR|74	1
slr1342	slr1342|38	1
slr1342	slr1342|49	1
slr1342	slr1342|68	1
slr1342	slr1342|163	1
slr1342	slr1342|151	1
ssr1391	ssr1391|98	1
ssr1391	ssr1391|119	1
ssr1391	ssr1391|45	1
ssr1391	ssr1391|130	1
ssr1391	ssr1391|151	1
slr1340	slr1340|153	1
slr1340	slr1340|170	1
slr1340	slr1340|76	1
slr1340	slr1340|132	1
slr1340	slr1340|38	1
sll1884	sll1884|3	1
sll1884	sll1884|85	1
sll1884	sll1884|29	1
sll1884	sll1884|64	1
sll1884	sll1884|16	1
slr1344	slr1344|19	1
slr1344	slr1344|85	1
slr1344	slr1344|148	1
slr1344	slr1344|30	1
slr1344	slr1344|5	1
petC2	petC2|203	1
petC2	petC2|118	1
petC2	petC2|163	1
petC2	petC2|136	1
petC2	petC2|186	1
sll0811	sll0811|296	1
sll0811	sll0811|160	1
sll0811	sll0811|171	1
sll1377	sll1377|31	1
sll1377	sll1377|56	1
sll1377	sll1377|113	1
sll1377	sll1377|42	1
sll1377	sll1377|75	1
sll1095	sll1095|29	1
sll1095	sll1095|42	1
sll1095	sll1095|73	1
sll1095	sll1095|62	1
sll1095	sll1095|94	1
pyrB	pyrB|41	1
pyrB	pyrB|132	1
pyrB	pyrB|174	1
pyrB	pyrB|91	1
pyrB	pyrB|13	1
sll1219	sll1219|22	1
sll1219	sll1219|88	1
sll1219	sll1219|53	1
sll1219	sll1219|10	1
sll1219	sll1219|40	1
ssr3341	ssr3341|109	1
ssr3341	ssr3341|190	1
ssr3341	ssr3341|127	1
ssr3341	ssr3341|97	1
ssr3341	ssr3341|24	1
sll1252	sll1252|79	1
sll1252	sll1252|65	1
sll1252	sll1252|6	1
sll1252	sll1252|31	1
sll1252	sll1252|52	1
sll1217	sll1217|72	1
sll1217	sll1217|16	1
sll1217	sll1217|54	1
sll1217	sll1217|35	1
sll1217	sll1217|88	1
sll1389	sll1389|12	1
sll1389	sll1389|76	1
sll1389	sll1389|242	1
sll1389	sll1389|142	1
sll1389	sll1389|91	1
slr1975	slr1975|28	1
slr1975	slr1975|115	1
slr1975	slr1975|8	1
slr1975	slr1975|41	1
slr1975	slr1975|173	1
slr1974	slr1974|32	1
slr1974	slr1974|19	1
slr1974	slr1974|49	1
slr1974	slr1974|4	1
slr1974	slr1974|70	1
slr1977	slr1977|101	1
slr1977	slr1977|21	1
slr1977	slr1977|32	1
slr1977	slr1977|51	1
slr1977	slr1977|10	1
sll1242	sll1242|90	1
sll1242	sll1242|32	1
sll1242	sll1242|155	1
sll1242	sll1242|125	1
sll1242	sll1242|21	1
slr0806	slr0806|152	1
slr0806	slr0806|168	1
slr0806	slr0806|13	1
slr0806	slr0806|53	1
slr0806	slr0806|82	1
slr1970	slr1970|22	1
slr1970	slr1970|8	1
slr1970	slr1970|142	1
slr1970	slr1970|131	1
slr1970	slr1970|104	1
slr1972	slr1972|58	1
slr1972	slr1972|10	1
slr1972	slr1972|75	1
slr1972	slr1972|37	1
slr1972	slr1972|112	1
rpoC1	rpoC1|65	1
rpoC1	rpoC1|7	1
rpoC1	rpoC1|85	1
rpoC1	rpoC1|18	1
rpoC1	rpoC1|49	1
slr0808	slr0808|55	1
slr0808	slr0808|157	1
slr0808	slr0808|171	1
slr0808	slr0808|281	1
slr0808	slr0808|247	1
sll1376	sll1376|88	1
sll1376	sll1376|34	1
sll1376	sll1376|77	1
sll1376	sll1376|102	1
sll1376	sll1376|116	1
rnpA	rnpA|44	1
rnpA	rnpA|10	1
rnpA	rnpA|113	1
rnpA	rnpA|225	1
rnpA	rnpA|169	1
sll1439	sll1439|301	1
sll1439	sll1439|517	1
sll1439	sll1439|443	1
sll1866	sll1866|3	1
sll1866	sll1866|273	1
sll1866	sll1866|249	1
sll1866	sll1866|185	1
sll1866	sll1866|63	1
ssr2227	ssr2227|171	1
ssr2227	ssr2227|58	1
ssr2227	ssr2227|46	1
ssr2227	ssr2227|200	1
ssl2420	ssl2420|220	1
ssl2420	ssl2420|50	1
ndhC	ndhC|110	1
ndhC	ndhC|89	1
ndhC	ndhC|52	1
ndhC	ndhC|70	1
ndhC	ndhC|127	1
petF2	petF2|35	1
petF2	petF2|124	1
petF2	petF2|67	1
petF2	petF2|4	1
petF2	petF2|86	1
sll1387	sll1387|52	1
sll1387	sll1387|3	1
sll1387	sll1387|35	1
sll1387	sll1387|116	1
sll1387	sll1387|79	1
suhB2	suhB2|28	1
suhB2	suhB2|100	1
suhB2	suhB2|206	1
suhB2	suhB2|163	1
suhB2	suhB2|137	1
petG	petG|73	1
petG	petG|42	1
petG	petG|9	1
ndhJ	ndhJ|41	1
ndhJ	ndhJ|72	1
ndhJ	ndhJ|19	1
ndhJ	ndhJ|91	1
ndhJ	ndhJ|61	1
ndhK	ndhK|6	1
ndhK	ndhK|115	1
ndhK	ndhK|85	1
ndhK	ndhK|62	1
ndhK	ndhK|43	1
hypC	hypC|39	1
hypC	hypC|51	1
hypC	hypC|109	1
hypC	hypC|97	1
hypC	hypC|10	1
rpl9	rpl9|136	1
rpl9	rpl9|292	1
rpl9	rpl9|262	1
rpl9	rpl9|165	1
rpl9	rpl9|148	1
slr1467	slr1467|76	1
slr1467	slr1467|101	1
slr1467	slr1467|64	1
slr1467	slr1467|19	1
slr1467	slr1467|113	1
tufA	tufA|124	1
tufA	tufA|32	1
tufA	tufA|97	1
tufA	tufA|76	1
tufA	tufA|49	1
ndhL	ndhL|139	1
ndhL	ndhL|182	1
ndhL	ndhL|62	1
ndhL	ndhL|222	1
ndhL	ndhL|204	1
rps7	rps7|76	1
rps7	rps7|30	1
rps7	rps7|45	1
rps7	rps7|136	1
rps7	rps7|229	1
slr1336	slr1336|45	1
slr1336	slr1336|130	1
slr1336	slr1336|58	1
slr1336	slr1336|112	1
slr1336	slr1336|145	1
AT103	AT103|115	1
AT103	AT103|34	1
AT103	AT103|18	1
AT103	AT103|7	1
AT103	AT103|57	1
slr1334	slr1334|12	1
slr1334	slr1334|197	1
slr1334	slr1334|106	1
slr1334	slr1334|70	1
slr1334	slr1334|208	1
sll1371	sll1371|94	1
sll1371	sll1371|205	1
sll1371	sll1371|123	1
sll1371	sll1371|109	1
sll1371	sll1371|143	1
sll1103	sll1103|109	1
sll1103	sll1103|24	1
sll1103	sll1103|154	1
sll1103	sll1103|133	1
sll1103	sll1103|53	1
dnaG	dnaG|8	1
dnaG	dnaG|110	1
dnaG	dnaG|21	1
dnaG	dnaG|123	1
dnaG	dnaG|271	1
sll1372	sll1372|195	1
sll1372	sll1372|177	1
sll1372	sll1372|17	1
sll1372	sll1372|52	1
sll1372	sll1372|69	1
sll0808	sll0808|151	1
sll1378	sll1378|80	1
sll1378	sll1378|49	1
sll1378	sll1378|111	1
sll1378	sll1378|35	1
sll1378	sll1378|196	1
slr1339	slr1339|408	1
slr1339	slr1339|296	1
slr1339	slr1339|96	1
slr1339	slr1339|359	1
slr1339	slr1339|117	1
slr1338	slr1338|106	1
slr1338	slr1338|118	1
slr1338	slr1338|80	1
slr1338	slr1338|8	1
slr1338	slr1338|63	1
slr1962	slr1962|97	1
slr1962	slr1962|64	1
slr1962	slr1962|8	1
slr1962	slr1962|117	1
slr1962	slr1962|76	1
slr1963	slr1963|131	1
slr1963	slr1963|3	1
slr1963	slr1963|35	1
slr1963	slr1963|52	1
slr1963	slr1963|86	1
miaA	miaA|4	1
miaA	miaA|37	1
miaA	miaA|76	1
miaA	miaA|15	1
miaA	miaA|55	1
psaJ	psaJ|33	1
slr1964	slr1964|85	1
slr1964	slr1964|96	1
slr1964	slr1964|145	1
slr1964	slr1964|130	1
slr1964	slr1964|115	1
rps2	rps2|3	1
rps2	rps2|50	1
rps2	rps2|97	1
rps2	rps2|125	1
rps2	rps2|71	1
int	int|31	1
int	int|204	1
int	int|193	1
int	int|18	1
int	int|225	1
ssr2130	ssr2130|32	1
ssr2130	ssr2130|45	1
ssr2130	ssr2130|96	1
dacB	dacB|88	1
dacB	dacB|30	1
dacB	dacB|100	1
dacB	dacB|76	1
dacB	dacB|49	1
rfbB2	rfbB2|33	1
rfbB2	rfbB2|15	1
rfbB2	rfbB2|97	1
rfbB2	rfbB2|73	1
rfbB2	rfbB2|3	1
ycf3	ycf3|134	1
ycf3	ycf3|78	1
ycf3	ycf3|65	1
ycf3	ycf3|40	1
ycf3	ycf3|202	1
sll1247	sll1247|70	1
sll1247	sll1247|46	1
sll1247	sll1247|85	1
sll1247	sll1247|101	1
sll1247	sll1247|119	1
sll1873	sll1873|201	1
sll1873	sll1873|126	1
sll1873	sll1873|56	1
sll1873	sll1873|41	1
sll1873	sll1873|213	1
sll1870	sll1870|219	1
sll1870	sll1870|361	1
sll1870	sll1870|89	1
sll1870	sll1870|164	1
sll1870	sll1870|34	1
sll1871	sll1871|70	1
sll1871	sll1871|364	1
sll1871	sll1871|382	1
sll1871	sll1871|825	1
sll1871	sll1871|525	1
psbA3	psbA3|460	1
psbA3	psbA3|926	1
purD	purD|120	1
purD	purD|145	1
purD	purD|77	1
purD	purD|213	1
purD	purD|66	1
sll1447	sll1447|116	1
sll1447	sll1447|78	1
sll1447	sll1447|49	1
sll1447	sll1447|147	1
sll1447	sll1447|136	1
slr1971	slr1971|95	1
slr1971	slr1971|73	1
slr1971	slr1971|84	1
slr1971	slr1971|43	1
slr1971	slr1971|55	1
sll1878	sll1878|21	1
sll1878	sll1878|32	1
sll1878	sll1878|94	1
sll1878	sll1878|132	1
sll1878	sll1878|83	1
sll1879	sll1879|67	1
sll1879	sll1879|115	1
sll1879	sll1879|85	1
sll1879	sll1879|42	1
sll1879	sll1879|19	1
slr1160	slr1160|69	1
slr1160	slr1160|44	1
slr1160	slr1160|130	1
slr1160	slr1160|58	1
slr1160	slr1160|153	1
rfbM	rfbM|99	1
rfbM	rfbM|27	1
rfbM	rfbM|136	1
rfbM	rfbM|73	1
rfbM	rfbM|61	1
slr1478	slr1478|76	1
slr1478	slr1478|131	1
slr1478	slr1478|22	1
slr1478	slr1478|97	1
slr1478	slr1478|142	1
glnH	glnH|182	1
glnH	glnH|70	1
glnH	glnH|194	1
glnH	glnH|307	1
glnH	glnH|114	1
sll1373	sll1373|5	1
sll1373	sll1373|29	1
sll1373	sll1373|328	1
sll1373	sll1373|251	1
sll1373	sll1373|84	1
slr1470	slr1470|16	1
slr1470	slr1470|116	1
slr1470	slr1470|79	1
slr1470	slr1470|92	1
slr1470	slr1470|35	1
slr1471	slr1471|98	1
slr1471	slr1471|209	1
slr1471	slr1471|175	1
slr1471	slr1471|143	1
slr1471	slr1471|130	1
slr1472	slr1472|145	1
slr1472	slr1472|228	1
slr1472	slr1472|17	1
slr1472	slr1472|63	1
slr1472	slr1472|113	1
slr1474	slr1474|33	1
slr1474	slr1474|191	1
slr1474	slr1474|140	1
slr1474	slr1474|235	1
slr1474	slr1474|50	1
sll0809	sll0809|112	1
sll0809	sll0809|174	1
sll0809	sll0809|214	1
sll0809	sll0809|36	1
sll0809	sll0809|81	1
gcp	gcp|243	1
gcp	gcp|210	1
gcp	gcp|169	1
gcp	gcp|229	1
gcp	gcp|129	1
slr1327	slr1327|88	1
slr1327	slr1327|184	1
sll1174	sll1174|12	1
sll1174	sll1174|45	1
sll1174	sll1174|213	1
sll1174	sll1174|57	1
sll1174	sll1174|156	1
sll1369	sll1369|115	1
sll1369	sll1369|82	1
sll1369	sll1369|71	1
sll1369	sll1369|60	1
sll1369	sll1369|126	1
cobN	cobN|21	1
cobN	cobN|124	1
cobN	cobN|94	1
cobN	cobN|113	1
cobN	cobN|135	1
sll1166	sll1166|133	1
sll1166	sll1166|268	1
sll1166	sll1166|24	1
sll1166	sll1166|236	1
sll1166	sll1166|223	1
mrdB	mrdB|10	1
mrdB	mrdB|76	1
mrdB	mrdB|176	1
mrdB	mrdB|136	1
mrdB	mrdB|47	1
slr1978	slr1978|45	1
slr1978	slr1978|62	1
slr1978	slr1978|21	1
slr1978	slr1978|112	1
slr1978	slr1978|73	1
slr1152	slr1152|102	1
slr1152	slr1152|34	1
slr1152	slr1152|167	1
slr1152	slr1152|134	1
slr1152	slr1152|115	1
panC/kcy	panC/kcy|174	1
panC/kcy	panC/kcy|67	1
panC/kcy	panC/kcy|37	1
panC/kcy	panC/kcy|98	1
panC/kcy	panC/kcy|81	1
sll1888	sll1888|9	1
sll1888	sll1888|94	1
sll1888	sll1888|76	1
sll1888	sll1888|54	1
sll1888	sll1888|65	1
pyrG	pyrG|61	1
pyrG	pyrG|156	1
pyrG	pyrG|123	1
pyrG	pyrG|88	1
pyrG	pyrG|140	1
sll1886	sll1886|73	1
sll1886	sll1886|44	1
sll1886	sll1886|99	1
sll1886	sll1886|12	1
sll1886	sll1886|87	1
sll1885	sll1885|30	1
sll1885	sll1885|98	1
sll1885	sll1885|11	1
sll1885	sll1885|114	1
sll1885	sll1885|76	1
ahcY	ahcY|86	1
ahcY	ahcY|113	1
ahcY	ahcY|47	1
ahcY	ahcY|97	1
ahcY	ahcY|127	1
sll1882	sll1882|6	1
sll1882	sll1882|83	1
sll1882	sll1882|39	1
sll1882	sll1882|105	1
sll1882	sll1882|58	1
sll1880	sll1880|173	1
sll1880	sll1880|112	1
sll1880	sll1880|55	1
sll1880	sll1880|188	1
sll1880	sll1880|223	1
pdxH	pdxH|134	1
pdxH	pdxH|10	1
pdxH	pdxH|26	1
pdxH	pdxH|61	1
pdxH	pdxH|122	1
slr1266	slr1266|118	1
slr1266	slr1266|74	1
slr1266	slr1266|32	1
slr1266	slr1266|129	1
slr1266	slr1266|207	1
hypB2	hypB2|116	1
hypB2	hypB2|141	1
hypB2	hypB2|40	1
hypB2	hypB2|92	1
hypB2	hypB2|76	1
slr1966	slr1966|26	1
slr1966	slr1966|71	1
slr1966	slr1966|40	1
slr1966	slr1966|86	1
slr1966	slr1966|55	1
slr1288	slr1288|153	1
slr1288	slr1288|22	1
slr1288	slr1288|10	1
slr1288	slr1288|225	1
slr1288	slr1288|199	1
rps1_2	rps1_2|31	1
rps1_2	rps1_2|46	1
rps1_2	rps1_2|154	1
rps1_2	rps1_2|3	1
rps1_2	rps1_2|91	1
ssl1498	ssl1498|54	1
ssl1498	ssl1498|124	1
ssl1498	ssl1498|70	1
ho2	ho2|34	1
ho2	ho2|170	1
ho2	ho2|8	1
ho2	ho2|210	1
ho2	ho2|151	1
trpE2	trpE2|140	1
trpE2	trpE2|193	1
trpE2	trpE2|104	1
trpE2	trpE2|129	1
trpE2	trpE2|75	1
icfA	icfA|197	1
icfA	icfA|50	1
icfA	icfA|35	1
icfA	icfA|22	1
icfA	icfA|163	1
sll1169	sll1169|400	1
sll1169	sll1169|418	1
sll1169	sll1169|103	1
sll1169	sll1169|271	1
sll1169	sll1169|44	1
rffM2	rffM2|21	1
rffM2	rffM2|130	1
rffM2	rffM2|7	1
rffM2	rffM2|157	1
rffM2	rffM2|119	1
sll1390	sll1390|130	1
sll1390	sll1390|11	1
sll1390	sll1390|119	1
sll1390	sll1390|34	1
sll1390	sll1390|22	1
ssl2982	ssl2982|46	1
ssl2982	ssl2982|64	1
ssl2982	ssl2982|162	1
ssl2982	ssl2982|100	1
ssl2982	ssl2982|150	1
pilT	pilT|28	1
pilT	pilT|5	1
pilT	pilT|17	1
pilT	pilT|39	1
pilT	pilT|54	1
clpP2	clpP2|101	1
clpP2	clpP2|36	1
clpP2	clpP2|3	1
clpP2	clpP2|15	1
clpP2	clpP2|130	1
sll1532	sll1532|18	1
sll1532	sll1532|132	1
sll1532	sll1532|58	1
sll1532	sll1532|192	1
sll1532	sll1532|108	1
sll1531	sll1531|9	1
sll1531	sll1531|145	1
sll1531	sll1531|453	1
sll1531	sll1531|290	1
sll1531	sll1531|233	1
sll1530	sll1530|147	1
sll1530	sll1530|229	1
sll1530	sll1530|118	1
sll1530	sll1530|255	1
sll1530	sll1530|183	1
sll1537	sll1537|146	1
sll1537	sll1537|161	1
sll1537	sll1537|15	1
sll1537	sll1537|76	1
sll1537	sll1537|3	1
sll1534	sll1534|10	1
sll1534	sll1534|274	1
sll1534	sll1534|121	1
sll1534	sll1534|149	1
sll1534	sll1534|183	1
moeB	moeB|75	1
moeB	moeB|47	1
moeB	moeB|8	1
moeB	moeB|95	1
moeB	moeB|34	1
pilC	pilC|25	1
pilC	pilC|36	1
pilC	pilC|67	1
pilC	pilC|170	1
pilC	pilC|128	1
pknA3	pknA3|18	1
pknA3	pknA3|29	1
pknA3	pknA3|41	1
pknA3	pknA3|106	1
pknA3	pknA3|62	1
livH2	livH2|154	1
livH2	livH2|249	1
livH2	livH2|136	1
livH2	livH2|217	1
livH2	livH2|184	1
ssl3044	ssl3044|56	1
ssl3044	ssl3044|184	1
